Iteration, Time, KE, dilatation_dissipation, enstrophy_dissipation, rhom
23900, 1.195000000000e+01, 1.143181021343e+06, 3.083603664270e+06, 2.532807086901e+08, 1.677795374349e+07
24000, 1.200000000000e+01, 1.136128811956e+06, 2.994981911611e+06, 2.530329088961e+08, 1.677795845504e+07
24100, 1.205000000000e+01, 1.128907019132e+06, 2.865154834120e+06, 2.525215425299e+08, 1.677796288117e+07
24200, 1.210000000000e+01, 1.121501495681e+06, 2.802724529420e+06, 2.516151387249e+08, 1.677796688396e+07
24300, 1.215000000000e+01, 1.113883432246e+06, 2.779450888153e+06, 2.503154497783e+08, 1.677797124046e+07
24400, 1.220000000000e+01, 1.106019541142e+06, 2.741684881113e+06, 2.487943292845e+08, 1.677797605223e+07
24500, 1.225000000000e+01, 1.097904717472e+06, 2.694795338421e+06, 2.470758592010e+08, 1.677798164349e+07
24600, 1.230000000000e+01, 1.089566083140e+06, 2.670044858867e+06, 2.450885421369e+08, 1.677798770074e+07
24700, 1.235000000000e+01, 1.081019870792e+06, 2.698132172477e+06, 2.428773825885e+08, 1.677799347683e+07
24800, 1.240000000000e+01, 1.072237819647e+06, 2.748062656323e+06, 2.404968621888e+08, 1.677799863652e+07
24900, 1.245000000000e+01, 1.063212487419e+06, 2.768538219405e+06, 2.380349972634e+08, 1.677800299004e+07
25000, 1.250000000000e+01, 1.054028025488e+06, 2.735227582510e+06, 2.356204409667e+08, 1.677800840201e+07
25100, 1.255000000000e+01, 1.044864514042e+06, 2.656602273801e+06, 2.333455999922e+08, 1.677801456286e+07
25200, 1.260000000000e+01, 1.035901953279e+06, 2.579664928095e+06, 2.312037332736e+08, 1.677802026291e+07
25300, 1.265000000000e+01, 1.027215908725e+06, 2.509489716243e+06, 2.291394081271e+08, 1.677802605129e+07
25400, 1.270000000000e+01, 1.018790485642e+06, 2.431732881130e+06, 2.270487842197e+08, 1.677803125185e+07
25500, 1.275000000000e+01, 1.010610696924e+06, 2.363221780486e+06, 2.249153554432e+08, 1.677803635336e+07
25600, 1.280000000000e+01, 1.002661997743e+06, 2.304849504708e+06, 2.227613689511e+08, 1.677804134206e+07
25700, 1.285000000000e+01, 9.949325269416e+05, 2.255390497026e+06, 2.206212131949e+08, 1.677804561158e+07
25800, 1.290000000000e+01, 9.874039315965e+05, 2.233362073586e+06, 2.185777191704e+08, 1.677804820878e+07
25900, 1.295000000000e+01, 9.799880900379e+05, 2.229431900361e+06, 2.166764346436e+08, 1.677805027007e+07
26000, 1.300000000000e+01, 9.725548033160e+05, 2.234883701168e+06, 2.148860457527e+08, 1.677805307902e+07
26100, 1.305000000000e+01, 9.649992638077e+05, 2.247753424153e+06, 2.131335214996e+08, 1.677805692450e+07
26200, 1.310000000000e+01, 9.572615289473e+05, 2.255764674200e+06, 2.113764248977e+08, 1.677806163198e+07
26300, 1.315000000000e+01, 9.493277525579e+05, 2.243922811139e+06, 2.096005915618e+08, 1.677806515980e+07
26400, 1.320000000000e+01, 9.412418758110e+05, 2.208293111897e+06, 2.077806343713e+08, 1.677806829344e+07
26500, 1.325000000000e+01, 9.331121197721e+05, 2.174615788668e+06, 2.058849479595e+08, 1.677807111851e+07
26600, 1.330000000000e+01, 9.250691539683e+05, 2.166694148613e+06, 2.039263471528e+08, 1.677807461886e+07
26700, 1.335000000000e+01, 9.172275343141e+05, 2.177137128732e+06, 2.019565892082e+08, 1.677807843719e+07
26800, 1.340000000000e+01, 9.096928845623e+05, 2.203794318556e+06, 2.000262071179e+08, 1.677808223442e+07
26900, 1.345000000000e+01, 9.025441183099e+05, 2.256321415573e+06, 1.981610623118e+08, 1.677808620206e+07
27000, 1.350000000000e+01, 8.957782998636e+05, 2.320098841243e+06, 1.963393591147e+08, 1.677808995955e+07
27100, 1.355000000000e+01, 8.893241783274e+05, 2.359091737526e+06, 1.945158306578e+08, 1.677809326272e+07
27200, 1.360000000000e+01, 8.831098724921e+05, 2.358192257038e+06, 1.926801623254e+08, 1.677809628556e+07
27300, 1.365000000000e+01, 8.771066566672e+05, 2.327847186839e+06, 1.908674852195e+08, 1.677809940036e+07
27400, 1.370000000000e+01, 8.713067585785e+05, 2.289589899760e+06, 1.891094779471e+08, 1.677810217977e+07
27500, 1.375000000000e+01, 8.656762791087e+05, 2.247442507131e+06, 1.873868121730e+08, 1.677810489140e+07
27600, 1.380000000000e+01, 8.601690420181e+05, 2.205603888517e+06, 1.856559970925e+08, 1.677810766983e+07
27700, 1.385000000000e+01, 8.547565162627e+05, 2.177188460613e+06, 1.839141336647e+08, 1.677811071853e+07
27800, 1.390000000000e+01, 8.494122547759e+05, 2.161154876218e+06, 1.821709444197e+08, 1.677811406817e+07
27900, 1.395000000000e+01, 8.441148819879e+05, 2.143367731422e+06, 1.804518853418e+08, 1.677811768938e+07
28000, 1.400000000000e+01, 8.388746003520e+05, 2.130624571388e+06, 1.787687780387e+08, 1.677812134010e+07
28100, 1.405000000000e+01, 8.337235069214e+05, 2.145266890805e+06, 1.771343087090e+08, 1.677812487811e+07
28200, 1.410000000000e+01, 8.286730290315e+05, 2.191383450793e+06, 1.755762967130e+08, 1.677812811255e+07
28300, 1.415000000000e+01, 8.236984793362e+05, 2.245757577632e+06, 1.741022288854e+08, 1.677813142419e+07
28400, 1.420000000000e+01, 8.187803599898e+05, 2.273967018112e+06, 1.727240776451e+08, 1.677813526967e+07
28500, 1.425000000000e+01, 8.139271443631e+05, 2.265811544834e+06, 1.714588442621e+08, 1.677813968889e+07
28600, 1.430000000000e+01, 8.091614722379e+05, 2.238875663556e+06, 1.703065153341e+08, 1.677814438494e+07
28700, 1.435000000000e+01, 8.044807922215e+05, 2.212734583700e+06, 1.692347736206e+08, 1.677814915431e+07
28800, 1.440000000000e+01, 7.998481821585e+05, 2.206017764317e+06, 1.682081524932e+08, 1.677815452104e+07
28900, 1.445000000000e+01, 7.952016133993e+05, 2.217167735393e+06, 1.671933681802e+08, 1.677816022330e+07
29000, 1.450000000000e+01, 7.904704560009e+05, 2.227012752726e+06, 1.661565443928e+08, 1.677816646187e+07
29100, 1.455000000000e+01, 7.856095549409e+05, 2.223200312957e+06, 1.650741528445e+08, 1.677817321502e+07
29200, 1.460000000000e+01, 7.806148468413e+05, 2.207549224543e+06, 1.639399288909e+08, 1.677818073858e+07
29300, 1.465000000000e+01, 7.755027597410e+05, 2.184664469003e+06, 1.627355673195e+08, 1.677818923464e+07
29400, 1.470000000000e+01, 7.702951047317e+05, 2.164798171234e+06, 1.614349869265e+08, 1.677819829831e+07
29500, 1.475000000000e+01, 7.649990282605e+05, 2.147071430938e+06, 1.600239967251e+08, 1.677820751542e+07
29600, 1.480000000000e+01, 7.596112168543e+05, 2.115889113486e+06, 1.585149569179e+08, 1.677821606474e+07
29700, 1.485000000000e+01, 7.541441289437e+05, 2.052783297445e+06, 1.569373298959e+08, 1.677822410754e+07
29800, 1.490000000000e+01, 7.486609837811e+05, 1.966886543198e+06, 1.553366692517e+08, 1.677823218628e+07
29900, 1.495000000000e+01, 7.432542663889e+05, 1.892272742725e+06, 1.537706241178e+08, 1.677824019299e+07
30000, 1.500000000000e+01, 7.379715994726e+05, 1.834722896922e+06, 1.522697752069e+08, 1.677824805812e+07
30100, 1.505000000000e+01, 7.328055014149e+05, 1.790097734189e+06, 1.508245210387e+08, 1.677825499082e+07
30200, 1.510000000000e+01, 7.277257080650e+05, 1.757898427558e+06, 1.494203398725e+08, 1.677826107576e+07
30300, 1.515000000000e+01, 7.227055042962e+05, 1.726216848791e+06, 1.480659059368e+08, 1.677826736603e+07
30400, 1.520000000000e+01, 7.177452742714e+05, 1.680639307252e+06, 1.467804781999e+08, 1.677827360845e+07
30500, 1.525000000000e+01, 7.128852256261e+05, 1.617346135133e+06, 1.455746884312e+08, 1.677827928716e+07
30600, 1.530000000000e+01, 7.081978344744e+05, 1.564160196772e+06, 1.444461427603e+08, 1.677828459312e+07
30700, 1.535000000000e+01, 7.037164558250e+05, 1.533870332720e+06, 1.433755951334e+08, 1.677829022314e+07
30800, 1.540000000000e+01, 6.994143828581e+05, 1.514260844502e+06, 1.423316808840e+08, 1.677829579445e+07
30900, 1.545000000000e+01, 6.952544329373e+05, 1.503707837066e+06, 1.412967819570e+08, 1.677830105839e+07
31000, 1.550000000000e+01, 6.912024499041e+05, 1.495719647766e+06, 1.402678783976e+08, 1.677830583279e+07
31100, 1.555000000000e+01, 6.872288129145e+05, 1.478656359399e+06, 1.392358913549e+08, 1.677831060915e+07
31200, 1.560000000000e+01, 6.833167092015e+05, 1.455448534843e+06, 1.381896241130e+08, 1.677831553881e+07
31300, 1.565000000000e+01, 6.794468843178e+05, 1.440891778373e+06, 1.371136601332e+08, 1.677832059338e+07
31400, 1.570000000000e+01, 6.755673167346e+05, 1.439304231548e+06, 1.360012878083e+08, 1.677832520003e+07
31500, 1.575000000000e+01, 6.715974428620e+05, 1.431407012537e+06, 1.348653011542e+08, 1.677832934230e+07
31600, 1.580000000000e+01, 6.674795903489e+05, 1.396999268120e+06, 1.337193598967e+08, 1.677833349226e+07
31700, 1.585000000000e+01, 6.632297522545e+05, 1.361012619959e+06, 1.325706778667e+08, 1.677833775461e+07
31800, 1.590000000000e+01, 6.588813215510e+05, 1.361155089391e+06, 1.314245542640e+08, 1.677834203726e+07
31900, 1.595000000000e+01, 6.543914425461e+05, 1.378561728106e+06, 1.302904984621e+08, 1.677834682917e+07
32000, 1.600000000000e+01, 6.496800242540e+05, 1.354456806022e+06, 1.291942191960e+08, 1.677835239740e+07
32100, 1.605000000000e+01, 6.447573964394e+05, 1.277691130646e+06, 1.281537090306e+08, 1.677835865632e+07
32200, 1.610000000000e+01, 6.397567106755e+05, 1.202446073346e+06, 1.271685273762e+08, 1.677836525609e+07
32300, 1.615000000000e+01, 6.348268839773e+05, 1.155722621557e+06, 1.262296691160e+08, 1.677837265873e+07
32400, 1.620000000000e+01, 6.300672698813e+05, 1.135638423810e+06, 1.253216997619e+08, 1.677838104313e+07
32500, 1.625000000000e+01, 6.255194974177e+05, 1.158781034979e+06, 1.244270916805e+08, 1.677838909922e+07
32600, 1.630000000000e+01, 6.211335163557e+05, 1.213258378688e+06, 1.235297801743e+08, 1.677839658527e+07
32700, 1.635000000000e+01, 6.167944510393e+05, 1.263936813103e+06, 1.226106853284e+08, 1.677840374827e+07
32800, 1.640000000000e+01, 6.123958943508e+05, 1.293641836098e+06, 1.216614911996e+08, 1.677841011544e+07
32900, 1.645000000000e+01, 6.078806489573e+05, 1.294316882504e+06, 1.207015038817e+08, 1.677841577532e+07
33000, 1.650000000000e+01, 6.032469535929e+05, 1.273388315298e+06, 1.197535371251e+08, 1.677842133333e+07
33100, 1.655000000000e+01, 5.985262845343e+05, 1.252276880308e+06, 1.188244878694e+08, 1.677842765134e+07
33200, 1.660000000000e+01, 5.937382205648e+05, 1.237996625571e+06, 1.179038610663e+08, 1.677843447634e+07
33300, 1.665000000000e+01, 5.888806892027e+05, 1.219243045217e+06, 1.169778097413e+08, 1.677844248991e+07
33400, 1.670000000000e+01, 5.839602974034e+05, 1.184900456382e+06, 1.160336761439e+08, 1.677845149983e+07
33500, 1.675000000000e+01, 5.790190740577e+05, 1.139683976681e+06, 1.150599725554e+08, 1.677846087984e+07
33600, 1.680000000000e+01, 5.741260417421e+05, 1.100344789594e+06, 1.140504009026e+08, 1.677846997718e+07
33700, 1.685000000000e+01, 5.693408397467e+05, 1.079935622400e+06, 1.130100470241e+08, 1.677847792407e+07
33800, 1.690000000000e+01, 5.646914944930e+05, 1.066087330438e+06, 1.119567022042e+08, 1.677848528043e+07
33900, 1.695000000000e+01, 5.602016344995e+05, 1.045933095091e+06, 1.109048356781e+08, 1.677849202077e+07
34000, 1.700000000000e+01, 5.559108336736e+05, 1.027891737380e+06, 1.098525347301e+08, 1.677849838306e+07
34100, 1.705000000000e+01, 5.518425077139e+05, 1.023791240662e+06, 1.087824046421e+08, 1.677850516613e+07
34200, 1.710000000000e+01, 5.479740471699e+05, 1.026029230614e+06, 1.076737709055e+08, 1.677851246037e+07
34300, 1.715000000000e+01, 5.442652713493e+05, 1.012666472028e+06, 1.065140378744e+08, 1.677852001720e+07
34400, 1.720000000000e+01, 5.407210671862e+05, 9.731158719846e+05, 1.053070972206e+08, 1.677852799026e+07
34500, 1.725000000000e+01, 5.374171915757e+05, 9.330792735472e+05, 1.040688641369e+08, 1.677853588030e+07
34600, 1.730000000000e+01, 5.344337695922e+05, 9.285925731102e+05, 1.028197080195e+08, 1.677854333165e+07
34700, 1.735000000000e+01, 5.317591885236e+05, 9.470087263417e+05, 1.015749933549e+08, 1.677855058516e+07
34800, 1.740000000000e+01, 5.293122207319e+05, 9.550481291889e+05, 1.003411158793e+08, 1.677855810226e+07
34900, 1.745000000000e+01, 5.270349853267e+05, 9.456711983377e+05, 9.912331551313e+07, 1.677856543721e+07
35000, 1.750000000000e+01, 5.249236396695e+05, 9.427646583150e+05, 9.792453592465e+07, 1.677857275914e+07
35100, 1.755000000000e+01, 5.229750846119e+05, 9.618257741686e+05, 9.674530442195e+07, 1.677857979390e+07
35200, 1.760000000000e+01, 5.211436218970e+05, 9.920743076951e+05, 9.558363650931e+07, 1.677858637694e+07
35300, 1.765000000000e+01, 5.193586600367e+05, 1.013415954524e+06, 9.444331259328e+07, 1.677859291364e+07
35400, 1.770000000000e+01, 5.175631183505e+05, 1.023442564343e+06, 9.333019762554e+07, 1.677859965284e+07
35500, 1.775000000000e+01, 5.157173942307e+05, 1.032880564499e+06, 9.224715210286e+07, 1.677860647767e+07
35600, 1.780000000000e+01, 5.137766485973e+05, 1.038285339114e+06, 9.119521161406e+07, 1.677861302654e+07
35700, 1.785000000000e+01, 5.116958854795e+05, 1.030664530035e+06, 9.017404079239e+07, 1.677861919166e+07
35800, 1.790000000000e+01, 5.094510470734e+05, 1.018449537644e+06, 8.918395212306e+07, 1.677862516798e+07
35900, 1.795000000000e+01, 5.070330370598e+05, 1.011473537122e+06, 8.822476763545e+07, 1.677863088183e+07
36000, 1.800000000000e+01, 5.044384910554e+05, 1.006113936664e+06, 8.730109561122e+07, 1.677863649776e+07
36100, 1.805000000000e+01, 5.016754141548e+05, 9.993715846878e+05, 8.641894463609e+07, 1.677864218614e+07
36200, 1.810000000000e+01, 4.987600864374e+05, 9.949458696074e+05, 8.558317526222e+07, 1.677864801975e+07
36300, 1.815000000000e+01, 4.957004083313e+05, 9.933192735141e+05, 8.479273295894e+07, 1.677865406259e+07
36400, 1.820000000000e+01, 4.924943349049e+05, 9.886243778524e+05, 8.404396031910e+07, 1.677866010583e+07
36500, 1.825000000000e+01, 4.891446454466e+05, 9.746043134580e+05, 8.333663667972e+07, 1.677866605147e+07
36600, 1.830000000000e+01, 4.856773339185e+05, 9.391463544470e+05, 8.266955178801e+07, 1.677867164210e+07
36700, 1.835000000000e+01, 4.821705116363e+05, 8.811342252550e+05, 8.203599877704e+07, 1.677867685007e+07
36800, 1.840000000000e+01, 4.787509958785e+05, 8.339019173618e+05, 8.142419146402e+07, 1.677868166524e+07
36900, 1.845000000000e+01, 4.755170192092e+05, 8.276759961227e+05, 8.082812586726e+07, 1.677868614059e+07
37000, 1.850000000000e+01, 4.724688299278e+05, 8.539658609587e+05, 8.025030198050e+07, 1.677869055897e+07
37100, 1.855000000000e+01, 4.695285214489e+05, 8.804313582690e+05, 7.969228147693e+07, 1.677869491462e+07
37200, 1.860000000000e+01, 4.666188775538e+05, 8.828669880960e+05, 7.915078275970e+07, 1.677869947848e+07
37300, 1.865000000000e+01, 4.637207617214e+05, 8.673771127408e+05, 7.861969519483e+07, 1.677870422192e+07
37400, 1.870000000000e+01, 4.608605952356e+05, 8.579670150397e+05, 7.809535270985e+07, 1.677870865775e+07
37500, 1.875000000000e+01, 4.580560526128e+05, 8.624305873295e+05, 7.757668892331e+07, 1.677871278175e+07
37600, 1.880000000000e+01, 4.552973281995e+05, 8.624645084374e+05, 7.706065067860e+07, 1.677871648827e+07
37700, 1.885000000000e+01, 4.525890627141e+05, 8.472412066923e+05, 7.654375848740e+07, 1.677872002219e+07
37800, 1.890000000000e+01, 4.499726593875e+05, 8.336025341619e+05, 7.602223678493e+07, 1.677872349112e+07
37900, 1.895000000000e+01, 4.474876983490e+05, 8.391086553523e+05, 7.549881559388e+07, 1.677872670789e+07
38000, 1.900000000000e+01, 4.451249905633e+05, 8.561583889112e+05, 7.497874360441e+07, 1.677872971223e+07
38100, 1.905000000000e+01, 4.428404061904e+05, 8.640486865208e+05, 7.447166891328e+07, 1.677873286192e+07
38200, 1.910000000000e+01, 4.405990736073e+05, 8.530997541908e+05, 7.398379848787e+07, 1.677873630170e+07
38300, 1.915000000000e+01, 4.383983755028e+05, 8.266075439207e+05, 7.351217126915e+07, 1.677873948355e+07
38400, 1.920000000000e+01, 4.362665106250e+05, 7.954818129426e+05, 7.305750528392e+07, 1.677874288238e+07
38500, 1.925000000000e+01, 4.342369664802e+05, 7.721339596746e+05, 7.261662894354e+07, 1.677874594680e+07
38600, 1.930000000000e+01, 4.323216713577e+05, 7.624476505306e+05, 7.218420971614e+07, 1.677874894872e+07
38700, 1.935000000000e+01, 4.305012535925e+05, 7.611454759631e+05, 7.174952249084e+07, 1.677875187988e+07
38800, 1.940000000000e+01, 4.287429717531e+05, 7.588318743526e+05, 7.130052971354e+07, 1.677875455659e+07
38900, 1.945000000000e+01, 4.270261607012e+05, 7.619540128438e+05, 7.083318020809e+07, 1.677875730064e+07
39000, 1.950000000000e+01, 4.253293751962e+05, 7.836390710383e+05, 7.034655409720e+07, 1.677875978457e+07
39100, 1.955000000000e+01, 4.236035703438e+05, 8.207415462600e+05, 6.984713884758e+07, 1.677876189676e+07
39200, 1.960000000000e+01, 4.217729251243e+05, 8.593021355863e+05, 6.934672516699e+07, 1.677876386313e+07
39300, 1.965000000000e+01, 4.197582272170e+05, 8.850461470537e+05, 6.885612063043e+07, 1.677876579820e+07
39400, 1.970000000000e+01, 4.175035703295e+05, 8.911067314082e+05, 6.837958442556e+07, 1.677876775900e+07
39500, 1.975000000000e+01, 4.149938940891e+05, 8.828053579677e+05, 6.791336735052e+07, 1.677876979576e+07
39600, 1.980000000000e+01, 4.122501949434e+05, 8.669814273941e+05, 6.744897582554e+07, 1.677877219483e+07
39700, 1.985000000000e+01, 4.093187723981e+05, 8.407741360809e+05, 6.698165476807e+07, 1.677877496561e+07
39800, 1.990000000000e+01, 4.062738409205e+05, 7.976827912986e+05, 6.650933849457e+07, 1.677877787905e+07
39900, 1.995000000000e+01, 4.032244291563e+05, 7.464915322310e+05, 6.603281036936e+07, 1.677878091678e+07
40000, 2.000000000000e+01, 4.002866183434e+05, 7.048755787195e+05, 6.555107622224e+07, 1.677878408418e+07
